1417
0.00 289.053 -30.64578 61.90 10 10 5.80 26.30 90.00 0.00
0.00 287.474 -30.73569 9.00 10 10 4.50 6.60 100.00 0.41
0.00 287.579 -30.73569 10.20 10 10 4.40 7.90 89.00 0.59
0.00 287.684 -30.73569 11.70 10 10 4.20 9.30 93.00 0.96
0.00 287.789 -30.73569 13.50 10 10 4.00 11.00 98.00 2.99
0.00 287.895 -30.73569 15.70 10 10 3.90 12.90 99.00 0.00
0.00 288 -30.73569 18.10 10 10 3.80 14.90 86.00 0.00
0.00 288.105 -30.73569 21.00 10 10 3.70 17.10 99.00 0.00
0.00 288.211 -30.73569 24.40 10 10 3.70 19.40 86.00 0.00
0.00 288.316 -30.73569 28.10 10 10 3.70 21.60 100.00 0.00
0.00 288.421 -30.73569 32.30 10 10 3.70 23.60 99.00 0.00
0.00 288.526 -30.73569 36.90 10 10 3.80 25.30 90.00 0.00
0.00 288.632 -30.73569 41.80 10 10 4.00 26.50 95.00 0.00
0.00 288.737 -30.73569 46.90 10 10 4.20 27.30 85.00 0.00
0.00 288.842 -30.73569 52.10 10 10 4.50 27.50 96.00 0.00
0.00 288.947 -30.73569 57.20 10 10 4.80 27.20 96.00 0.00
0.00 289.053 -30.73569 62.30 10 10 5.40 26.40 88.00 0.00
0.00 287.474 -30.82561 9.00 10 10 4.60 6.70 99.00 0.51
0.00 287.579 -30.82561 10.30 10 10 4.40 8.00 87.00 0.94
0.00 287.684 -30.82561 11.90 10 10 4.20 9.40 85.00 1.42
0.00 287.789 -30.82561 13.70 10 10 4.00 11.10 95.00 3.03
0.00 287.895 -30.82561 15.80 10 10 3.90 13.00 95.00 2.86
0.00 288 -30.82561 18.30 10 10 3.70 15.10 88.00 0.66
0.00 288.105 -30.82561 21.20 10 10 3.60 17.30 97.00 0.71
0.00 288.211 -30.82561 24.60 10 10 3.50 19.60 96.00 0.00
0.00 288.316 -30.82561 28.40 10 10 3.40 21.80 94.00 0.00
0.00 288.421 -30.82561 32.60 10 10 3.40 23.80 85.00 0.00
0.00 288.526 -30.82561 37.20 10 10 3.50 25.50 98.00 0.00
0.00 288.632 -30.82561 42.10 10 10 3.60 26.70 96.00 0.00
0.00 288.737 -30.82561 47.20 10 10 3.80 27.40 93.00 0.00
0.00 288.842 -30.82561 52.50 10 10 4.00 27.60 89.00 0.00
0.00 288.947 -30.82561 57.70 10 10 4.40 27.30 90.00 0.00
0.00 289.053 -30.82561 62.80 10 10 4.90 26.50 97.00 0.00
0.00 287.474 -30.91553 9.10 10 10 4.60 6.80 89.00 0.64
0.00 287.579 -30.91553 10.40 10 10 4.40 8.10 87.00 1.06
0.00 287.684 -30.91553 12.00 10 10 4.20 9.50 94.00 1.69
0.00 287.789 -30.91553 13.80 10 10 4.00 11.20 91.00 3.21
0.00 287.895 -30.91553 16.00 10 10 3.80 13.10 88.00 2.47
0.00 288 -30.91553 18.50 10 10 3.60 15.20 89.00 0.99
0.00 288.105 -30.91553 21.40 10 10 3.50 17.40 97.00 0.62
0.00 288.211 -30.91553 24.80 10 10 3.30 19.70 97.00 1.27
