118
0.000000000000000000e+00	2.862610000000000241e+02	-3.542188000000000159e+01	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.719999999999999929e+01	7.200000000000000178e+00	9.200000000000000000e+01	4.400000000000000022e-01
0.000000000000000000e+00	2.863650000000000091e+02	-3.542188000000000159e+01	1.119999999999999929e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.750000000000000000e+01	8.199999999999999289e+00	9.200000000000000000e+01	5.999999999999999778e-01
0.000000000000000000e+00	2.864700000000000273e+02	-3.542188000000000159e+01	1.250000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.789999999999999858e+01	9.199999999999999289e+00	9.400000000000000000e+01	7.500000000000000000e-01
0.000000000000000000e+00	2.861569999999999823e+02	-3.551171999999999684e+01	9.500000000000000000e+00	1.000000000000000000e+01	1.000000000000000000e+01	2.610000000000000142e+01	6.799999999999999822e+00	9.000000000000000000e+01	3.099999999999999978e-01
0.000000000000000000e+00	2.862610000000000241e+02	-3.551171999999999684e+01	1.059999999999999964e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.650000000000000000e+01	7.799999999999999822e+00	8.800000000000000000e+01	4.699999999999999734e-01
0.000000000000000000e+00	2.863650000000000091e+02	-3.551171999999999684e+01	1.180000000000000071e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.689999999999999858e+01	8.699999999999999289e+00	8.900000000000000000e+01	4.299999999999999933e-01
0.000000000000000000e+00	2.864700000000000273e+02	-3.551171999999999684e+01	1.319999999999999929e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.719999999999999929e+01	9.800000000000000711e+00	9.100000000000000000e+01	1.149999999999999911e+00
0.000000000000000000e+00	2.865740000000000123e+02	-3.551171999999999684e+01	1.469999999999999929e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.760000000000000142e+01	1.080000000000000071e+01	8.800000000000000000e+01	1.520000000000000018e+00
0.000000000000000000e+00	2.861569999999999823e+02	-3.560155999999999921e+01	1.009999999999999964e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.519999999999999929e+01	7.299999999999999822e+00	9.800000000000000000e+01	3.400000000000000244e-01
0.000000000000000000e+00	2.862610000000000241e+02	-3.560155999999999921e+01	1.119999999999999929e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.560000000000000142e+01	8.300000000000000711e+00	9.000000000000000000e+01	4.099999999999999756e-01
0.000000000000000000e+00	2.863650000000000091e+02	-3.560155999999999921e+01	1.259999999999999964e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.600000000000000000e+01	9.300000000000000711e+00	9.600000000000000000e+01	4.400000000000000022e-01
0.000000000000000000e+00	2.864700000000000273e+02	-3.560155999999999921e+01	1.400000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.639999999999999858e+01	1.030000000000000071e+01	9.400000000000000000e+01	1.560000000000000053e+00
0.000000000000000000e+00	2.865740000000000123e+02	-3.560155999999999921e+01	1.559999999999999964e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.680000000000000071e+01	1.130000000000000071e+01	9.500000000000000000e+01	1.060000000000000053e+00
0.000000000000000000e+00	2.866779999999999973e+02	-3.560155999999999921e+01	1.739999999999999858e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.710000000000000142e+01	1.230000000000000071e+01	9.700000000000000000e+01	7.800000000000000266e-01
0.000000000000000000e+00	2.860520000000000209e+02	-3.569140999999999764e+01	9.599999999999999645e+00	1.000000000000000000e+01	1.000000000000000000e+01	2.380000000000000071e+01	6.799999999999999822e+00	9.200000000000000000e+01	5.699999999999999512e-01
0.000000000000000000e+00	2.861569999999999823e+02	-3.569140999999999764e+01	1.059999999999999964e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.419999999999999929e+01	7.799999999999999822e+00	9.500000000000000000e+01	4.600000000000000200e-01
0.000000000000000000e+00	2.862610000000000241e+02	-3.569140999999999764e+01	1.190000000000000036e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.460000000000000142e+01	8.800000000000000711e+00	9.700000000000000000e+01	3.800000000000000044e-01
0.000000000000000000e+00	2.863650000000000091e+02	-3.569140999999999764e+01	1.330000000000000071e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.500000000000000000e+01	9.800000000000000711e+00	9.300000000000000000e+01	3.599999999999999867e-01
0.000000000000000000e+00	2.864700000000000273e+02	-3.569140999999999764e+01	1.480000000000000071e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.539999999999999858e+01	1.080000000000000071e+01	9.700000000000000000e+01	6.700000000000000400e-01
0.000000000000000000e+00	2.865740000000000123e+02	-3.569140999999999764e+01	1.650000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.580000000000000071e+01	1.180000000000000071e+01	9.700000000000000000e+01	9.799999999999999822e-01
0.000000000000000000e+00	2.866779999999999973e+02	-3.569140999999999764e+01	1.839999999999999858e+01	1.000000000000000000e+01	1.000000000000000000e+01	2.610000000000000142e+01	1.290000000000000036e+01	8.800000000000000000e+01	5.899999999999999689e-01
